application_id,application_quarter,credit_score,debt_to_income,loan_amount,applicant_tenure_years,defaulted
APP01547,2025-Q1,703,0.321,13970.0,2,0
APP01548,2025-Q1,624,0.39,14690.0,8,1
APP01549,2025-Q1,663,0.242,10654.0,9,0
APP01550,2025-Q1,671,0.553,18606.0,8,1
APP01551,2025-Q1,641,0.475,8402.0,11,0
APP01552,2025-Q1,704,0.376,13273.0,10,1
APP01553,2025-Q1,675,0.243,8729.0,0,0
APP01554,2025-Q1,668,0.333,26209.0,1,0
APP01555,2025-Q1,621,0.422,16435.0,5,0
APP01556,2025-Q1,617,0.434,16869.0,5,1
APP01557,2025-Q1,650,0.448,22093.0,6,0
APP01558,2025-Q1,676,0.547,23518.0,10,1
APP01559,2025-Q1,644,0.374,19307.0,6,1
APP01560,2025-Q1,702,0.513,15782.0,7,0
APP01561,2025-Q1,666,0.293,18021.0,2,0
APP01562,2025-Q1,750,0.407,16172.0,4,0
APP01563,2025-Q1,622,0.413,3712.0,6,0
APP01564,2025-Q1,545,0.274,14092.0,9,1
APP01565,2025-Q1,613,0.203,4783.0,1,0
APP01566,2025-Q1,677,0.245,10424.0,2,0
APP01567,2025-Q1,634,0.54,23778.0,4,0
APP01568,2025-Q1,684,0.397,19482.0,2,0
APP01569,2025-Q1,640,0.364,14660.0,5,1
APP01570,2025-Q1,657,0.413,15137.0,8,0
APP01571,2025-Q1,571,0.538,16862.0,11,1
APP01572,2025-Q1,613,0.451,22611.0,4,1
APP01573,2025-Q1,671,0.284,21342.0,0,0
APP01574,2025-Q1,744,0.324,24916.0,8,0
APP01575,2025-Q1,667,0.256,21994.0,5,0
APP01576,2025-Q1,701,0.311,16713.0,2,0
APP01577,2025-Q1,687,0.341,15039.0,10,0
APP01578,2025-Q1,660,0.344,23031.0,1,0
APP01579,2025-Q1,637,0.405,22226.0,8,0
APP01580,2025-Q1,688,0.405,17184.0,7,0
APP01581,2025-Q1,776,0.229,11298.0,10,0
APP01582,2025-Q1,704,0.363,20844.0,1,0
APP01583,2025-Q1,636,0.146,10586.0,4,0
APP01584,2025-Q1,670,0.365,20380.0,1,0
APP01585,2025-Q1,638,0.271,12234.0,0,0
APP01586,2025-Q1,644,0.304,9028.0,10,0
APP01587,2025-Q1,666,0.428,13809.0,8,0
APP01588,2025-Q1,572,0.44,16296.0,9,0
APP01589,2025-Q1,721,0.435,26989.0,1,0
APP01590,2025-Q1,619,0.458,14737.0,10,0
APP01591,2025-Q1,658,0.263,16434.0,4,0
APP01592,2025-Q1,649,0.306,13224.0,9,0
APP01593,2025-Q1,652,0.404,25945.0,11,1
APP01594,2025-Q1,651,0.224,24391.0,0,0
APP01595,2025-Q1,679,0.457,19842.0,2,1
APP01596,2025-Q1,556,0.409,23944.0,8,1
APP01597,2025-Q1,587,0.427,29841.0,4,1
APP01598,2025-Q1,678,0.445,11831.0,8,0
APP01599,2025-Q1,626,0.408,14062.0,5,0
APP01600,2025-Q2,684,0.382,18191.0,10,1
APP01601,2025-Q2,630,0.226,23921.0,3,0
APP01602,2025-Q2,658,0.449,14160.0,6,1
APP01603,2025-Q2,648,0.179,22619.0,5,1
APP01604,2025-Q2,534,0.452,17307.0,9,1
APP01605,2025-Q2,612,0.354,15025.0,3,0
APP01606,2025-Q2,584,0.208,27011.0,9,0
APP01607,2025-Q2,547,0.379,14260.0,1,1
APP01608,2025-Q2,675,0.268,23404.0,2,0
APP01609,2025-Q2,665,0.286,19717.0,0,1
APP01610,2025-Q2,454,0.332,25219.0,6,0
APP01611,2025-Q2,693,0.245,9220.0,11,0
APP01612,2025-Q2,710,0.401,24329.0,7,0
APP01613,2025-Q2,621,0.446,13906.0,3,0
APP01614,2025-Q2,625,0.305,16340.0,4,0
APP01615,2025-Q2,707,0.417,33817.0,1,1
APP01616,2025-Q2,546,0.322,16342.0,9,0
APP01617,2025-Q2,602,0.312,26831.0,11,0
APP01618,2025-Q2,734,0.304,13709.0,3,0
APP01619,2025-Q2,742,0.364,19165.0,3,0
APP01620,2025-Q2,660,0.326,14838.0,1,1
APP01621,2025-Q2,574,0.349,24974.0,10,0
APP01622,2025-Q2,666,0.289,12466.0,3,0
APP01623,2025-Q2,702,0.437,18050.0,8,0
APP01624,2025-Q2,622,0.384,21718.0,8,0
APP01625,2025-Q2,689,0.422,17268.0,2,0
APP01626,2025-Q2,539,0.382,18297.0,0,0
APP01627,2025-Q2,671,0.386,23341.0,6,1
APP01628,2025-Q2,509,0.546,18027.0,8,1
APP01629,2025-Q2,654,0.389,16296.0,1,0
APP01630,2025-Q2,683,0.351,17160.0,5,0
APP01631,2025-Q2,762,0.406,13849.0,0,0
APP01632,2025-Q2,612,0.541,19062.0,8,0
APP01633,2025-Q2,569,0.355,20752.0,11,0
APP01634,2025-Q2,570,0.36,19562.0,0,0
APP01635,2025-Q2,733,0.297,22314.0,6,0
APP01636,2025-Q2,716,0.105,10755.0,4,0
APP01637,2025-Q2,606,0.432,5119.0,7,1
APP01638,2025-Q2,652,0.347,19287.0,6,1
APP01639,2025-Q2,641,0.144,28332.0,8,0
APP01640,2025-Q2,637,0.329,22325.0,3,0
APP01641,2025-Q2,649,0.481,35228.0,0,1
APP01642,2025-Q2,621,0.401,16035.0,1,1
APP01643,2025-Q2,624,0.223,18198.0,4,0
APP01644,2025-Q2,660,0.356,11722.0,4,0
APP01645,2025-Q2,652,0.536,22764.0,3,1
APP01646,2025-Q2,644,0.229,23133.0,2,0
APP01647,2025-Q2,701,0.351,8623.0,7,0
APP01648,2025-Q2,662,0.349,13921.0,3,1
APP01649,2025-Q2,633,0.476,25108.0,1,1
APP01650,2025-Q2,643,0.386,19755.0,1,1
APP01651,2025-Q2,601,0.464,15086.0,6,1
APP01652,2025-Q2,670,0.417,10506.0,6,0
APP01653,2025-Q2,695,0.305,27746.0,9,0
APP01654,2025-Q2,599,0.245,17849.0,10,0
APP01655,2025-Q2,726,0.473,11934.0,11,0
APP01656,2025-Q2,729,0.315,29226.0,1,0
APP01657,2025-Q2,686,0.327,3257.0,0,0
APP01658,2025-Q2,656,0.284,20817.0,2,0
APP01659,2025-Q2,719,0.205,32474.0,6,0
APP01660,2025-Q2,650,0.426,13535.0,4,1
APP01661,2025-Q2,735,0.267,5572.0,0,0
APP01662,2025-Q2,568,0.42,19471.0,11,1
APP01663,2025-Q2,594,0.29,17801.0,1,0
APP01664,2025-Q2,583,0.301,22621.0,4,0
APP01665,2025-Q2,560,0.378,17108.0,10,0
APP01666,2025-Q2,687,0.343,27794.0,5,1
APP01667,2025-Q2,687,0.37,24729.0,8,0
APP01668,2025-Q2,671,0.401,16703.0,9,0
APP01669,2025-Q2,754,0.376,25193.0,7,0
APP01670,2025-Q2,714,0.435,17610.0,10,1
APP01671,2025-Q2,721,0.285,13859.0,10,0
APP01672,2025-Q2,727,0.235,10319.0,11,0
APP01673,2025-Q2,849,0.491,12680.0,7,0
APP01674,2025-Q2,554,0.334,27703.0,5,0
APP01675,2025-Q2,663,0.328,9117.0,11,1
APP01676,2025-Q2,723,0.363,7482.0,3,0
APP01677,2025-Q2,698,0.294,20674.0,11,0
APP01678,2025-Q2,603,0.376,5334.0,1,1
APP01679,2025-Q2,653,0.256,19441.0,5,0
APP01680,2025-Q2,575,0.283,16219.0,1,1
APP01681,2025-Q2,592,0.359,13249.0,11,1
APP01682,2025-Q2,622,0.27,14494.0,4,0
APP01683,2025-Q2,617,0.195,12672.0,11,0
APP01684,2025-Q2,656,0.378,23669.0,11,1
APP01685,2025-Q2,594,0.296,2000.0,8,1
APP01686,2025-Q2,622,0.471,17942.0,3,0
APP01687,2025-Q2,726,0.486,32935.0,9,0
APP01688,2025-Q2,714,0.281,10379.0,6,0
APP01689,2025-Q2,629,0.379,16632.0,10,0
APP01690,2025-Q2,587,0.139,9909.0,10,0
APP01691,2025-Q2,658,0.276,14904.0,3,0
APP01692,2025-Q2,708,0.316,14491.0,6,0
APP01693,2025-Q2,584,0.054,14267.0,4,0
APP01694,2025-Q2,725,0.409,16268.0,8,1
APP01695,2025-Q2,575,0.269,20307.0,5,1
APP01696,2025-Q2,631,0.369,12898.0,7,1
APP01697,2025-Q2,644,0.431,14239.0,0,0
APP01698,2025-Q2,707,0.417,22236.0,8,0
APP01699,2025-Q2,688,0.311,14262.0,6,1
APP01700,2025-Q2,560,0.418,19566.0,6,0
APP01701,2025-Q2,668,0.338,12375.0,4,1
APP01702,2025-Q2,650,0.522,21914.0,11,0
APP01703,2025-Q2,664,0.298,23482.0,5,0
APP01704,2025-Q2,719,0.323,10560.0,6,0
APP01705,2025-Q2,666,0.486,20934.0,4,1
APP01706,2025-Q2,676,0.259,16443.0,11,0
APP01707,2025-Q2,559,0.299,6948.0,9,0
APP01708,2025-Q2,608,0.491,8137.0,6,0
APP01709,2025-Q2,613,0.329,12581.0,11,0
APP01710,2025-Q2,633,0.368,15683.0,10,1
APP01711,2025-Q2,695,0.142,15999.0,4,0
APP01712,2025-Q2,639,0.38,15772.0,4,0
APP01713,2025-Q2,629,0.318,18808.0,9,0
APP01714,2025-Q2,725,0.283,20458.0,4,1
APP01715,2025-Q2,674,0.359,16066.0,10,0
APP01716,2025-Q2,729,0.464,18920.0,3,0
APP01717,2025-Q2,779,0.241,19634.0,2,0
APP01718,2025-Q2,625,0.306,17241.0,9,0
APP01719,2025-Q2,653,0.369,19080.0,3,0
APP01720,2025-Q2,687,0.37,17256.0,9,1
APP01721,2025-Q2,710,0.312,15078.0,0,0
APP01722,2025-Q2,581,0.417,22818.0,8,1
APP01723,2025-Q2,667,0.42,20274.0,10,0
APP01724,2025-Q2,733,0.308,23033.0,4,0
APP01725,2025-Q2,632,0.327,22403.0,3,0
APP01726,2025-Q2,595,0.425,20209.0,9,1
APP01727,2025-Q2,614,0.466,11900.0,9,1
APP01728,2025-Q2,561,0.477,5767.0,11,1
APP01729,2025-Q2,630,0.482,19488.0,11,0
APP01730,2025-Q2,685,0.361,22683.0,9,0
APP01731,2025-Q2,678,0.369,13788.0,5,1
APP01732,2025-Q2,570,0.21,22155.0,6,0
APP01733,2025-Q2,595,0.264,20499.0,3,0
APP01734,2025-Q2,606,0.384,15361.0,5,1
APP01735,2025-Q2,574,0.404,13708.0,4,0
APP01736,2025-Q2,663,0.304,18111.0,2,0
APP01737,2025-Q2,677,0.289,24754.0,6,0
APP01738,2025-Q2,639,0.302,18561.0,7,0
APP01739,2025-Q2,747,0.35,17097.0,4,0
APP01740,2025-Q2,638,0.422,17287.0,6,0
APP01741,2025-Q2,590,0.445,5793.0,3,0
APP01742,2025-Q2,620,0.39,7967.0,0,0
APP01743,2025-Q2,690,0.341,18209.0,5,1
APP01744,2025-Q2,611,0.275,21843.0,9,0
APP01745,2025-Q2,604,0.318,9778.0,4,1
APP01746,2025-Q2,549,0.18,18312.0,11,0
APP01747,2025-Q2,708,0.348,15828.0,5,0
APP01748,2025-Q2,574,0.235,30260.0,1,1
APP01749,2025-Q2,648,0.297,18922.0,11,1
APP01750,2025-Q2,693,0.24,24831.0,4,0
APP01751,2025-Q2,617,0.312,24716.0,6,0
APP01752,2025-Q2,566,0.282,20475.0,5,0
APP01753,2025-Q2,575,0.294,21680.0,11,0
APP01754,2025-Q2,632,0.388,12955.0,11,0
APP01755,2025-Q2,626,0.371,21637.0,7,1
APP01756,2025-Q2,744,0.482,23010.0,5,0
APP01757,2025-Q2,764,0.458,14191.0,4,1
APP01758,2025-Q2,587,0.248,8471.0,4,0
APP01759,2025-Q2,749,0.476,18475.0,10,0
APP01760,2025-Q2,597,0.51,17412.0,2,0
APP01761,2025-Q2,608,0.254,18161.0,3,0
APP01762,2025-Q2,702,0.457,10914.0,5,0
APP01763,2025-Q2,606,0.4,21676.0,5,1
APP01764,2025-Q2,667,0.273,12618.0,10,0
APP01765,2025-Q2,671,0.263,3599.0,10,0
APP01766,2025-Q2,608,0.322,20634.0,1,0
APP01767,2025-Q2,582,0.324,19671.0,8,0
APP01768,2025-Q2,626,0.276,19923.0,8,1
APP01769,2025-Q2,749,0.374,19777.0,8,0
APP01770,2025-Q2,706,0.578,11082.0,4,0
APP01771,2025-Q2,541,0.24,34019.0,10,0
APP01772,2025-Q2,551,0.275,16886.0,6,0
APP01773,2025-Q2,675,0.325,19604.0,11,0
APP01774,2025-Q2,604,0.187,12453.0,11,0
APP01775,2025-Q2,668,0.142,6299.0,0,0
APP01776,2025-Q2,677,0.346,20254.0,6,1
APP01777,2025-Q2,626,0.435,19649.0,2,1
APP01778,2025-Q2,679,0.265,12943.0,6,0
APP01779,2025-Q2,599,0.338,12109.0,5,0
APP01780,2025-Q2,668,0.349,19667.0,3,0
APP01781,2025-Q2,519,0.216,15667.0,7,1
APP01782,2025-Q2,610,0.321,30725.0,6,0
APP01783,2025-Q2,589,0.288,18148.0,7,0
APP01784,2025-Q2,723,0.41,20101.0,6,0
APP01785,2025-Q2,575,0.239,14005.0,9,0
APP01786,2025-Q2,753,0.264,22894.0,1,0
APP01787,2025-Q2,631,0.489,17786.0,7,1
APP01788,2025-Q2,650,0.219,6655.0,0,0
APP01789,2025-Q2,661,0.237,23085.0,7,0
APP01790,2025-Q2,592,0.381,9586.0,10,1
APP01791,2025-Q2,689,0.304,6520.0,1,0
APP01792,2025-Q2,624,0.449,10550.0,11,0
APP01793,2025-Q2,678,0.381,16970.0,3,0
APP01794,2025-Q2,667,0.404,18331.0,3,0
APP01795,2025-Q2,679,0.466,24186.0,5,0
APP01796,2025-Q2,702,0.231,15915.0,5,1
APP01797,2025-Q2,634,0.274,6900.0,8,1
APP01798,2025-Q2,640,0.429,15313.0,8,1
APP01799,2025-Q2,592,0.401,17251.0,7,1
APP01800,2025-Q2,667,0.313,15419.0,6,0
APP01801,2025-Q2,656,0.263,20217.0,10,0
APP01802,2025-Q2,735,0.42,24247.0,6,0
APP01803,2025-Q2,664,0.364,21985.0,7,0
APP01804,2025-Q2,762,0.292,20642.0,0,0
APP01805,2025-Q2,599,0.392,17686.0,6,1
APP01806,2025-Q2,614,0.173,11874.0,1,0
APP01807,2025-Q2,672,0.247,15124.0,8,0
APP01808,2025-Q2,718,0.354,19114.0,2,1
APP01809,2025-Q2,800,0.407,19712.0,3,0
APP01810,2025-Q2,679,0.134,22106.0,0,0
APP01811,2025-Q2,721,0.17,17063.0,1,0
APP01812,2025-Q2,635,0.397,15885.0,10,1
APP01813,2025-Q2,634,0.43,20874.0,7,0
APP01814,2025-Q2,656,0.442,29285.0,6,0
APP01815,2025-Q2,595,0.409,21963.0,5,0
APP01816,2025-Q2,647,0.408,16642.0,11,0
APP01817,2025-Q2,769,0.274,19688.0,8,0
APP01818,2025-Q2,676,0.27,26191.0,9,0
APP01819,2025-Q2,711,0.512,9429.0,6,0
APP01820,2025-Q2,557,0.348,27448.0,8,1
APP01821,2025-Q2,651,0.393,16581.0,9,1
APP01822,2025-Q2,671,0.173,12146.0,9,0
APP01823,2025-Q2,626,0.482,14892.0,4,0
APP01824,2025-Q2,610,0.216,22025.0,9,0
APP01825,2025-Q2,680,0.359,15003.0,5,0
APP01826,2025-Q2,611,0.424,18323.0,7,1
APP01827,2025-Q2,726,0.483,9100.0,4,0
APP01828,2025-Q2,730,0.458,23420.0,0,0
APP01829,2025-Q2,582,0.246,25522.0,1,0
APP01830,2025-Q2,656,0.183,24524.0,11,0
APP01831,2025-Q2,661,0.442,15845.0,11,1
APP01832,2025-Q2,605,0.43,11098.0,0,0
APP01833,2025-Q2,559,0.417,19937.0,6,1
APP01834,2025-Q2,577,0.289,21145.0,7,0
APP01835,2025-Q2,684,0.427,14704.0,7,1
APP01836,2025-Q2,616,0.314,20232.0,6,1
APP01837,2025-Q2,679,0.371,13455.0,7,0
APP01838,2025-Q2,687,0.498,16344.0,4,0
APP01839,2025-Q2,715,0.331,19407.0,4,0
APP01840,2025-Q2,587,0.544,22466.0,7,0
APP01841,2025-Q2,693,0.216,6115.0,3,0
APP01842,2025-Q2,642,0.452,20016.0,9,1
APP01843,2025-Q2,634,0.241,9586.0,3,0
APP01844,2025-Q2,676,0.135,22736.0,6,0
APP01845,2025-Q2,721,0.278,12009.0,5,0
APP01846,2025-Q2,718,0.23,12653.0,11,0
APP01847,2025-Q2,597,0.35,32052.0,2,1
APP01848,2025-Q2,591,0.415,8882.0,4,0
APP01849,2025-Q2,701,0.256,28108.0,1,1
APP01850,2025-Q2,640,0.303,20723.0,4,0
APP01851,2025-Q2,599,0.319,22337.0,8,0
APP01852,2025-Q2,693,0.308,19997.0,1,0
APP01853,2025-Q2,639,0.461,7785.0,2,0
APP01854,2025-Q2,629,0.597,15196.0,5,1
APP01855,2025-Q2,675,0.428,25233.0,5,1
APP01856,2025-Q2,722,0.354,15458.0,9,0
APP01857,2025-Q2,716,0.112,17610.0,11,0
APP01858,2025-Q2,664,0.19,19841.0,2,0
APP01859,2025-Q2,664,0.227,27229.0,2,0
APP01860,2025-Q2,699,0.308,25584.0,2,0
APP01861,2025-Q2,617,0.249,16531.0,0,0
APP01862,2025-Q2,658,0.303,20539.0,2,0
APP01863,2025-Q2,599,0.562,23416.0,8,1
APP01864,2025-Q2,662,0.342,14561.0,10,0
APP01865,2025-Q2,601,0.388,19486.0,0,0
APP01866,2025-Q2,540,0.428,18347.0,10,1
APP01867,2025-Q2,586,0.219,2808.0,6,0
APP01868,2025-Q2,658,0.372,19062.0,1,0
APP01869,2025-Q2,691,0.213,11459.0,1,0
APP01870,2025-Q2,664,0.264,19123.0,9,0
APP01871,2025-Q2,705,0.315,24066.0,2,0
APP01872,2025-Q2,711,0.343,8767.0,10,1
APP01873,2025-Q2,647,0.365,8416.0,4,1
APP01874,2025-Q2,688,0.31,19830.0,9,0
APP01875,2025-Q2,621,0.362,25232.0,5,1
APP01876,2025-Q2,764,0.513,24182.0,0,0
APP01877,2025-Q2,666,0.368,26152.0,6,1
APP01878,2025-Q2,634,0.306,18068.0,2,0
APP01879,2025-Q2,658,0.369,20826.0,8,0
APP01880,2025-Q2,644,0.433,29434.0,3,0
APP01881,2025-Q2,603,0.279,17086.0,0,0
APP01882,2025-Q2,534,0.227,19080.0,3,0
APP01883,2025-Q2,673,0.253,19094.0,7,0
APP01884,2025-Q2,681,0.339,21268.0,10,0
APP01885,2025-Q2,531,0.399,20430.0,3,1
APP01886,2025-Q2,681,0.278,13092.0,8,0
APP01887,2025-Q2,600,0.407,8320.0,9,0
APP01888,2025-Q2,566,0.249,26276.0,1,0
APP01889,2025-Q2,622,0.22,20269.0,1,0
APP01890,2025-Q2,708,0.265,21770.0,8,0
APP01891,2025-Q2,626,0.337,9339.0,9,0
APP01892,2025-Q2,708,0.364,23820.0,4,0
APP01893,2025-Q2,759,0.33,13171.0,6,0
APP01894,2025-Q2,646,0.441,20996.0,8,0
APP01895,2025-Q2,731,0.291,17807.0,10,0
APP01896,2025-Q2,691,0.355,8186.0,10,0
APP01897,2025-Q2,581,0.312,16271.0,11,0
APP01898,2025-Q2,665,0.437,23316.0,10,1
APP01899,2025-Q2,554,0.46,12413.0,11,1
APP01900,2025-Q2,764,0.278,15670.0,0,0
APP01901,2025-Q2,624,0.465,26136.0,7,0
APP01902,2025-Q2,609,0.283,21797.0,7,0
APP01903,2025-Q2,599,0.384,13640.0,11,1
APP01904,2025-Q2,674,0.407,11474.0,6,0
APP01905,2025-Q2,627,0.212,6281.0,6,0
APP01906,2025-Q2,632,0.423,10962.0,6,1
APP01907,2025-Q2,533,0.481,10156.0,0,0
APP01908,2025-Q2,648,0.474,20932.0,1,0
APP01909,2025-Q2,531,0.25,13945.0,2,0
APP01910,2025-Q2,602,0.338,20374.0,1,0
APP01911,2025-Q2,599,0.308,13678.0,2,0
APP01912,2025-Q2,726,0.418,21867.0,0,0
APP01913,2025-Q2,687,0.43,28390.0,5,0
APP01914,2025-Q2,641,0.44,21096.0,6,1
APP01915,2025-Q2,685,0.355,10697.0,6,1
APP01916,2025-Q2,557,0.239,12902.0,11,1
APP01917,2025-Q2,597,0.279,19793.0,11,0
APP01918,2025-Q2,648,0.422,15509.0,0,1
APP01919,2025-Q2,689,0.218,27976.0,5,0
APP01920,2025-Q3,734,0.347,9442.0,7,0
APP01921,2025-Q3,678,0.182,3754.0,5,0
APP01922,2025-Q3,665,0.41,18487.0,3,1
APP01923,2025-Q3,697,0.273,4399.0,9,0
APP01924,2025-Q3,629,0.365,21658.0,6,0
APP01925,2025-Q3,686,0.438,13640.0,4,0
APP01926,2025-Q3,658,0.209,24653.0,0,0
APP01927,2025-Q3,663,0.367,15339.0,10,0
APP01928,2025-Q3,650,0.32,19430.0,9,0
APP01929,2025-Q3,603,0.473,19107.0,11,1
APP01930,2025-Q3,701,0.408,16256.0,6,1
APP01931,2025-Q3,710,0.226,13239.0,5,0
APP01932,2025-Q3,639,0.321,24454.0,5,0
APP01933,2025-Q3,628,0.303,24490.0,7,0
APP01934,2025-Q3,564,0.357,8036.0,8,1
APP01935,2025-Q3,722,0.279,12956.0,9,0
APP01936,2025-Q3,553,0.385,7000.0,9,1
APP01937,2025-Q3,694,0.399,23753.0,3,0
APP01938,2025-Q3,693,0.317,14424.0,5,0
APP01939,2025-Q3,714,0.334,10854.0,11,1
APP01940,2025-Q3,657,0.543,18875.0,0,1
APP01941,2025-Q3,620,0.276,8584.0,9,0
APP01942,2025-Q3,665,0.244,23886.0,7,0
APP01943,2025-Q3,650,0.265,20164.0,10,0
APP01944,2025-Q3,616,0.226,21603.0,8,0
APP01945,2025-Q3,760,0.253,16332.0,3,0
APP01946,2025-Q3,660,0.443,20420.0,11,1
APP01947,2025-Q3,685,0.242,13562.0,11,0
APP01948,2025-Q3,651,0.318,13503.0,11,0
APP01949,2025-Q3,691,0.372,17314.0,3,1
APP01950,2025-Q3,670,0.458,8227.0,6,0
APP01951,2025-Q3,576,0.416,17834.0,0,1
APP01952,2025-Q3,603,0.306,25293.0,5,0
APP01953,2025-Q3,550,0.16,19664.0,3,0
APP01954,2025-Q3,655,0.267,16378.0,7,0
APP01955,2025-Q3,547,0.348,20960.0,0,1
APP01956,2025-Q3,701,0.273,10695.0,9,1
APP01957,2025-Q3,644,0.204,24847.0,11,0
APP01958,2025-Q3,653,0.456,20336.0,4,1
APP01959,2025-Q3,644,0.45,14987.0,5,1
APP01960,2025-Q3,628,0.264,23913.0,7,0
APP01961,2025-Q3,623,0.229,15340.0,10,0
APP01962,2025-Q3,633,0.236,17775.0,6,1
APP01963,2025-Q3,718,0.413,22632.0,0,1
APP01964,2025-Q3,686,0.395,22704.0,6,1
APP01965,2025-Q3,671,0.435,10347.0,5,0
APP01966,2025-Q3,679,0.343,17363.0,7,0
APP01967,2025-Q3,731,0.227,12751.0,4,0
APP01968,2025-Q3,782,0.45,21436.0,2,0
APP01969,2025-Q3,548,0.441,29573.0,11,1
APP01970,2025-Q3,671,0.421,13153.0,4,1
APP01971,2025-Q3,554,0.41,21407.0,1,1
APP01972,2025-Q3,786,0.384,17376.0,5,0
APP01973,2025-Q3,614,0.46,19534.0,6,1
APP01974,2025-Q3,594,0.328,15949.0,9,0
APP01975,2025-Q3,619,0.252,14756.0,10,1
APP01976,2025-Q3,634,0.252,12889.0,9,0
APP01977,2025-Q3,562,0.371,18709.0,2,1
APP01978,2025-Q3,553,0.484,19125.0,10,1
APP01979,2025-Q3,675,0.506,25695.0,7,1
APP01980,2025-Q3,634,0.35,23234.0,2,1
APP01981,2025-Q3,630,0.427,4640.0,0,1
APP01982,2025-Q3,654,0.16,20468.0,10,0
APP01983,2025-Q3,547,0.351,16813.0,8,0
APP01984,2025-Q3,678,0.339,20159.0,9,1
APP01985,2025-Q3,738,0.4,13113.0,1,1
APP01986,2025-Q3,593,0.201,17329.0,10,0
APP01987,2025-Q3,545,0.323,25850.0,5,0
APP01988,2025-Q3,564,0.184,22116.0,5,0
APP01989,2025-Q3,659,0.147,21274.0,2,0
APP01990,2025-Q3,712,0.184,17689.0,6,0
APP01991,2025-Q3,747,0.339,7750.0,3,0
APP01992,2025-Q3,682,0.194,16637.0,5,0
APP01993,2025-Q3,606,0.346,19823.0,3,1
APP01994,2025-Q3,682,0.505,13448.0,9,1
APP01995,2025-Q3,617,0.229,12619.0,9,0
APP01996,2025-Q3,617,0.362,11738.0,0,0
APP01997,2025-Q3,643,0.178,17991.0,8,0
APP01998,2025-Q3,696,0.373,20652.0,7,0
APP01999,2025-Q3,687,0.353,10441.0,6,0
APP02000,2025-Q3,699,0.446,4224.0,11,1
APP02001,2025-Q3,678,0.456,17296.0,0,1
APP02002,2025-Q3,706,0.438,4827.0,1,0
APP02003,2025-Q3,573,0.232,18632.0,3,1
APP02004,2025-Q3,689,0.23,17019.0,3,0
APP02005,2025-Q3,637,0.361,17225.0,5,0
APP02006,2025-Q3,644,0.346,11314.0,0,0
APP02007,2025-Q3,608,0.225,25589.0,2,0
APP02008,2025-Q3,650,0.369,15321.0,10,1
APP02009,2025-Q3,620,0.237,6840.0,4,0
APP02010,2025-Q3,518,0.198,6708.0,1,0
APP02011,2025-Q3,635,0.243,19535.0,0,1
APP02012,2025-Q3,646,0.37,17775.0,2,0
APP02013,2025-Q3,556,0.361,22919.0,9,1
APP02014,2025-Q3,699,0.405,20931.0,1,0
APP02015,2025-Q3,733,0.215,16470.0,8,0
APP02016,2025-Q3,701,0.378,14258.0,0,0
APP02017,2025-Q3,580,0.297,5570.0,9,0
APP02018,2025-Q3,694,0.328,19763.0,2,0
APP02019,2025-Q3,550,0.388,20534.0,9,0
APP02020,2025-Q3,666,0.629,22602.0,9,0
APP02021,2025-Q3,688,0.392,8324.0,2,1
APP02022,2025-Q3,776,0.333,26091.0,2,0
APP02023,2025-Q3,664,0.31,20109.0,6,1
APP02024,2025-Q3,668,0.377,31612.0,3,0
APP02025,2025-Q3,623,0.318,16963.0,6,0
APP02026,2025-Q3,668,0.4,16031.0,6,0
APP02027,2025-Q3,672,0.277,16831.0,2,0
APP02028,2025-Q3,642,0.305,26791.0,2,0
APP02029,2025-Q3,651,0.38,15569.0,11,1
APP02030,2025-Q3,770,0.46,17830.0,3,1
APP02031,2025-Q3,659,0.398,12161.0,2,0
APP02032,2025-Q3,620,0.316,26023.0,10,1
APP02033,2025-Q3,606,0.403,16821.0,3,1
APP02034,2025-Q3,828,0.307,10014.0,8,1
APP02035,2025-Q3,648,0.322,21871.0,4,0
APP02036,2025-Q3,678,0.306,16888.0,11,0
APP02037,2025-Q3,608,0.4,17296.0,0,1
APP02038,2025-Q3,575,0.488,21582.0,3,0
APP02039,2025-Q3,607,0.356,21676.0,1,0
APP02040,2025-Q3,616,0.352,21757.0,7,1
APP02041,2025-Q3,739,0.326,16009.0,3,0
APP02042,2025-Q3,738,0.346,23871.0,4,1
APP02043,2025-Q3,628,0.228,16598.0,10,0
APP02044,2025-Q3,653,0.388,23451.0,7,0
APP02045,2025-Q3,703,0.255,13595.0,11,1
APP02046,2025-Q3,608,0.27,22958.0,0,0
APP02047,2025-Q3,747,0.31,24291.0,6,0
APP02048,2025-Q3,632,0.442,16431.0,0,1
APP02049,2025-Q3,778,0.309,20062.0,5,0
APP02050,2025-Q3,663,0.383,17304.0,11,1
APP02051,2025-Q3,642,0.27,12812.0,2,0
APP02052,2025-Q3,658,0.347,10607.0,3,1
APP02053,2025-Q3,662,0.309,18535.0,10,0
APP02054,2025-Q3,660,0.288,23060.0,3,0
APP02055,2025-Q3,799,0.212,17719.0,1,0
APP02056,2025-Q3,558,0.294,18610.0,2,1
APP02057,2025-Q3,652,0.472,8777.0,2,1
APP02058,2025-Q3,635,0.522,21730.0,0,0
APP02059,2025-Q3,664,0.199,13232.0,5,0
APP02060,2025-Q3,728,0.416,10408.0,10,0
APP02061,2025-Q3,680,0.422,16665.0,8,1
APP02062,2025-Q3,617,0.282,13494.0,10,0
